,title,artist(s),album,added_at,album_type,release_date,total_tracks,disc_number,duration_ms,explicit,popularity,track_number,id,is_local
165,As High as Wu-Tang Get,Wu-Tang Clan,album,2019-11-10T05:26:44Z,album,1997-06-03,27,1,158133,True,52,6,1XbqOF6nx3tJsyQjXRh9ux,False
166,Severe Punishment,Wu-Tang Clan,album,2019-11-10T05:26:44Z,album,1997-06-03,27,1,289733,True,46,7,4RRvVSpreSh8psHZodRUU7,False
167,Visionz,Wu-Tang Clan,album,2019-11-10T05:26:41Z,album,1997-06-03,27,1,189266,True,51,5,3cuy0jpSxGAoTuJE0KORoR,False
168,Cash Still Rules / Scary Hours (Still Don't Nothing Move but the Money),Wu-Tang Clan,album,2019-11-10T05:26:39Z,album,1997-06-03,27,1,181600,True,50,4,0f4QXQYzy5ocaeIO6DoxrD,False
169,For Heavens Sake (feat. Cappadonna),Wu-Tang Clan,album,2019-11-10T05:26:38Z,album,1997-06-03,27,1,253706,True,46,3,5JF2C8MdEonfb2ryeZ9Bxe,False
170,Reunited,Wu-Tang Clan,album,2019-11-10T05:26:37Z,album,1997-06-03,27,1,321733,True,56,2,2CxOJwC4jqWfPQdahEX9oH,False
171,Wu-Revolution (feat. Poppa Wu & Uncle Pete),Wu-Tang Clan,album,2019-11-10T05:26:36Z,album,1997-06-03,27,1,406426,True,41,1,465EW9vZOfX5FShKm93VXe,False
172,C.R.E.A.M. (Cash Rules Everything Around Me) - A Cappella,Wu-Tang Clan,album,2019-11-10T05:25:56Z,album,1993-11-09,15,1,158426,False,47,15,61QU5MPwOReHIAfnY4vh54,False
173,Method Man - Home Grown Version,Wu-Tang Clan,album,2019-11-10T05:25:53Z,album,1993-11-09,15,1,310466,False,50,14,1c3zgIrrFkhnavRt20lsqu,False
174,Wu-Tang: 7th Chamber - Part II - Conclusion,Wu-Tang Clan,album,2019-11-10T05:25:52Z,album,1993-11-09,15,1,370733,True,54,12,4mkdUdHTDfnbcie1vSmbCK,False
175,Protect Ya Neck - Shao Lin Version,Wu-Tang Clan,album,2019-11-10T05:25:52Z,album,1993-11-09,15,1,278853,True,51,13,5UqXzkzU4CyIhaCmWHgS09,False
176,Tearz,Wu-Tang Clan,album,2019-11-10T05:25:51Z,album,1993-11-09,15,1,257746,True,60,11,7y5zXpTN4J7K0PngQYa655,False
177,Method Man,Wu-Tang Clan,album,2019-11-10T05:25:50Z,album,1993-11-09,15,1,350560,True,63,9,5XLC8xoqyua4U7wJiZAWik,False
178,Protect Ya Neck,Wu-Tang Clan,album,2019-11-10T05:25:50Z,album,1993-11-09,15,1,291066,True,68,10,1Sgj10byiGzPpI2IrXSFEn,False
179,Wu-Tang Clan Aint Nuthing ta F' Wit,Wu-Tang Clan,album,2019-11-10T05:25:49Z,album,1993-11-09,15,1,216133,True,69,7,24vNw0Z0srb4zYXwrakw8E,False
180,Da Mystery of Chessboxin',Wu-Tang Clan,album,2019-11-10T05:25:48Z,album,1993-11-09,15,1,287840,True,63,6,4xOTVtbCPcfxMs2hSt9D6i,False
181,Can It Be All So Simple / Intermission,Wu-Tang Clan,album,2019-11-10T05:25:47Z,album,1993-11-09,15,1,413000,True,56,5,1Mi6uegC4pRxQZw1CB5Fk9,False
182,Wu-Tang: 7th Chamber,Wu-Tang Clan,album,2019-11-10T05:25:46Z,album,1993-11-09,15,1,366306,True,60,4,5wcY4XgawQ2se8VjDLhedQ,False
183,Clan In Da Front,Wu-Tang Clan,album,2019-11-10T05:25:45Z,album,1993-11-09,15,1,273320,True,58,3,4LaiF2h7gsybmURceGYLqh,False
184,Shame On a Nigga,Wu-Tang Clan,album,2019-11-10T05:25:44Z,album,1993-11-09,15,1,177066,True,63,2,7IwURvEfVcdxUCjLKUu6sv,False
185,Bring Da Ruckus,Wu-Tang Clan,album,2019-11-10T05:25:43Z,album,1993-11-09,15,1,251466,True,66,1,1v5cgIyffYtfEx0swttdoE,False
186,Wu-Tang Reunion,Wu-Tang Clan,album,2019-11-10T05:25:20Z,album,2014-11-28,15,1,213626,False,29,15,3YAxHi6nY1bqrqSI5OQBKa,False
187,Never Let Go,Wu-Tang Clan,album,2019-11-10T05:25:19Z,album,2014-11-28,15,1,322200,False,29,14,3zAJlFMIjvWtGF9vCnxQaJ,False
188,Ron O'Neal,Wu-Tang Clan,album,2019-11-10T05:25:18Z,album,2014-11-28,15,1,268466,True,29,12,6OxhmJr0L7R50yHrnGHaCo,False
189,A Better Tomorrow,Wu-Tang Clan,album,2019-11-10T05:25:18Z,album,2014-11-28,15,1,264440,False,42,13,3JJU9BP2zRFdXpVA7r0gby,False
190,Necklace,Wu-Tang Clan,album,2019-11-10T05:25:17Z,album,2014-11-28,15,1,251440,True,29,11,3oiWdaMJHQBSQYoMBGvBKN,False
191,Miracle,Wu-Tang Clan,album,2019-11-10T05:25:16Z,album,2014-11-28,15,1,303266,True,29,8,1f3V4dC1nLsERU5Dj0tezU,False
192,Preacher's Daughter,Wu-Tang Clan,album,2019-11-10T05:25:16Z,album,2014-11-28,15,1,313186,True,35,9,17d5B2Z3GXPcQqPvQE4wmZ,False
193,Crushed Egos,Wu-Tang Clan,album,2019-11-10T05:25:15Z,album,2014-11-28,15,1,146026,True,30,6,2LBzoJuaHh7IEdeavFuAH1,False
194,Keep Watch,Wu-Tang Clan,album,2019-11-10T05:25:15Z,album,2014-11-28,15,1,265373,True,44,7,07lqfibBtpw1ud24u0uULj,False
195,Hold the Heater,Wu-Tang Clan,album,2019-11-10T05:25:14Z,album,2014-11-28,15,1,247613,True,30,5,0ejvWKmQmF2rioVxizUlvm,False
196,Mistaken Identity,Wu-Tang Clan,album,2019-11-10T05:25:13Z,album,2014-11-28,15,1,344280,True,30,4,2GRkN4D2708zC4AvH27459,False
197,40th Street Black / We Will Fight,Wu-Tang Clan,album,2019-11-10T05:25:12Z,album,2014-11-28,15,1,266253,True,35,3,5ybAmUhA1Fr6Uzz5YEsrpu,False
198,Felt,Wu-Tang Clan,album,2019-11-10T05:25:09Z,album,2014-11-28,15,1,230933,True,34,2,70fWkeaqVYINGve1omId8I,False
199,Ruckus in B Minor,Wu-Tang Clan,album,2019-11-10T05:25:07Z,album,2014-11-28,15,1,324733,True,45,1,0U7Hho5psdKZwyC8HMHxfq,False
200,Pioneer the Frontier,Wu-Tang Clan,album,2019-11-10T05:24:53Z,album,2014-11-28,15,1,238693,True,29,10,1pdHZsQUzxT4OyhraItBQQ,False
201,C.R.E.A.M.,Wu-Tang Clan,album,2019-11-10T04:31:46Z,album,1993-11-09,15,1,252186,True,75,8,119c93MHjrDLJTApCVGpvx,False
202,Stainless,The Game,single,2019-11-04T22:20:01Z,single,2019-11-01,1,1,239660,False,64,1,2pfQV8HU5H9RMwDOCzgAs9,False
203,Gorgeous,Kanye West,album,2019-11-04T18:26:19Z,album,2010-01-01,13,1,357653,True,70,2,23SZWX2IaDnxmhFsSLvkG2,False
204,Hands on the Wheel (feat. Asap Rocky),ScHoolboy Q,album,2019-10-15T19:13:08Z,album,2012-01-14,15,1,197131,True,63,3,78JKJfKsqgeBDBF58gv1SF,False
205,Runaway,Kanye West,album,2019-10-14T19:44:30Z,album,2010-01-01,13,1,547733,True,74,9,3DK6m7It6Pw857FcQftMds,False
206,John Whiterspoon,TUT,single,2019-08-28T17:44:04Z,single,2015-02-25,1,1,204822,True,37,1,6P5B7JVffbQzT1P3PsSqSK,False
207,Again,Noah Cyrus,single,2018-09-21T19:35:28Z,single,2017-09-22,1,1,193961,False,74,1,2S2od3hT7ceytw7d1pTRuE,False
208,the broken hearts club,gnash,single,2018-09-21T18:42:23Z,single,2018-03-30,1,1,184467,False,6,1,5Cv1xqpyciZZuHHR7xr2l0,False
209,Jump Off The Roof,Vince Staples,album,2018-08-24T15:27:41Z,album,2015-06-30,20,1,223986,True,50,8,1deetO7jeQqMH2C7kSH32a,False
210,YMF,Ab-Soul,album,2018-08-24T15:16:57Z,album,2016-12-09,16,1,350218,True,47,16,5qdpn7Qm3rTOQPbC8VXT0t,False
211,Paradise,CYNE,album,2018-08-21T16:47:15Z,album,2017-09-08,33,1,221943,False,40,18,17JDVuZccwxHJJKxTW4BSx,False
212,Kaancepts 2,K.A.A.N.,single,2018-08-18T00:45:45Z,single,2015-09-22,5,1,320757,True,56,1,6TdbYlOHbgBKApNWkfkcLu,False
213,Dum Diary,KOOL A.D.,album,2018-07-28T02:07:34Z,album,2016-05-27,25,1,511920,True,38,24,1eX4daOje6JnC07d5iTaqD,False
214,norf side long beach,afternoon,single,2018-07-20T15:35:34Z,single,2017-10-18,1,1,241475,False,0,1,3ZKx3R85b2yjjcOAHxk5Hw,False
215,"Main Title - From ""Star Wars""",John Williams,single,2018-06-03T16:49:12Z,single,2018-03-01,1,1,367560,False,12,1,7rFhpn3PX1vgqwBbNObqHN,False
216,"Raiders March (From ""Raiders of the Lost Ark"")",John Williams,compilation,2018-06-03T16:48:17Z,compilation,2017-03-17,44,1,310666,False,30,1,7iB978Wr8rnctpTX3ATEuo,False
217,Theme From Jurassic Park,John Williams,album,2018-06-03T16:43:07Z,album,1993-05-25,16,1,207426,False,63,2,2TZbQZXOuR8osP2AK8yYMN,False
218,I Thought About Killing You,Kanye West,album,2018-06-02T05:27:11Z,album,2018-06-01,7,1,274186,True,5,1,6EuE9M1viu9gkdFSafia9o,False
219,Yikes,Kanye West,album,2018-06-02T05:27:11Z,album,2018-06-01,7,1,188773,True,11,2,2r4JRwcbIeuAzWjH4YXlLs,False
220,All Mine,Kanye West,album,2018-06-02T05:27:11Z,album,2018-06-01,7,1,145506,True,13,3,3qnoOm4fwZPBS116f5hpgF,False
221,Wouldn't Leave,Kanye West,album,2018-06-02T05:27:11Z,album,2018-06-01,7,1,205546,True,5,4,3dG6tjetoR4GMmUGZUprLt,False
222,No Mistakes,Kanye West,album,2018-06-02T05:27:11Z,album,2018-06-01,7,1,123040,True,5,5,1DdgqEZk4Hqfpl3drdXJun,False
223,Ghost Town,Kanye West,album,2018-06-02T05:27:11Z,album,2018-06-01,7,1,271386,True,10,6,6Bg7MznA9X0dIhlAsLyBYj,False
224,Violent Crimes,Kanye West,album,2018-06-02T05:27:11Z,album,2018-06-01,7,1,215320,True,10,7,2VYb3Fb5iK5Y8HGZ8oEEkp,False
225,Hard Piano,Pusha T,album,2018-06-02T05:26:52Z,album,2018-05-25,7,1,195733,True,58,3,3HgA5R5alihocnOYE9ihpS,False
226,Come Back Baby,Pusha T,album,2018-06-02T05:26:52Z,album,2018-05-25,7,1,206706,True,60,4,2BuBXn15gj4MNYZydyWgrk,False
227,Santeria,Pusha T,album,2018-06-02T05:26:52Z,album,2018-05-25,7,1,176026,True,61,5,4LKSaRoKNnlpKXTT663BrT,False
228,What Would Meek Do?,Pusha T,album,2018-06-02T05:26:52Z,album,2018-05-25,7,1,153266,True,59,6,5vnuJ8EopkP5dHukpOmT3L,False
229,Infrared,Pusha T,album,2018-06-02T05:26:52Z,album,2018-05-25,7,1,170240,True,56,7,6cpsixIHI63L0hwh3CwZg3,False
230,Holy Ghost,A$AP Rocky,album,2018-05-31T03:41:39Z,album,2015-05-26,18,1,191200,True,58,1,6AHNkRbVzkh95xilnYzDT7,False
231,The Games We Play,Pusha T,album,2018-05-26T19:01:41Z,album,2018-05-25,7,1,166120,True,65,2,7iEoaTyBCqLaAwJnOP1BTn,False
232,If You Know You Know,Pusha T,album,2018-05-26T18:58:59Z,album,2018-05-25,7,1,202120,True,66,1,6bGwKHXHNLmTy6yt147FPh,False
233,The Heart Part 4,Kendrick Lamar,single,2018-05-26T17:11:13Z,single,2017-03-24,1,1,288554,True,52,1,1zayuwd1YLZsYDArkruHdL,False
234,M3 ... The Beginning,DJ Jazzy Jeff,album,2018-05-25T05:19:29Z,album,2018-05-08,15,1,61312,True,19,1,5Wtun5r0QkirW11rRwo5SH,False
235,A$AP Forever REMIX,A$AP Rocky,album,2018-05-25T05:11:32Z,album,2018-05-25,15,1,315773,True,67,2,3oHkMCVJyOcjg5FhfLc2Rq,False
236,Empathy,Sylvan LaCue,album,2018-05-19T22:55:35Z,album,2018-01-12,20,1,280817,True,34,6,5BtwQfYsoIGOrH3GaJZoyn,False
237,Last Last Fall,Jonwayne,single,2018-05-19T19:16:14Z,single,2018-05-11,1,1,284444,False,35,1,12vOCYp0ZyjaRRWyMWP3g8,False
238,Smoke.Netflix.Chill.,Tank and The Bangas,single,2018-05-19T19:08:30Z,single,2018-04-20,1,1,246737,True,36,1,04Yi3WxTBY599l1J8RnzIM,False
239,Turning Me Off,Slum Village,album,2018-05-19T18:58:07Z,album,2018-04-27,8,1,229598,True,10,8,3qt5OiECAHT00XL2b4ZHc9,False
240,"True to the Game, Pt. 2 (Kanye Diss)",Daz Dillinger,single,2018-05-19T18:39:29Z,single,2018-05-08,1,1,306651,True,9,1,0N0djfv0yFixZcIIy92fRc,False
241,Funkorama - Instrumental,Erick Sermon,album,2018-05-19T18:35:27Z,album,2018-04-20,14,1,176484,False,8,9,10g7g0wlRWn5hZhGn0vKja,False
242,Ye vs. the People (starring TI as the People),Kanye West,single,2018-05-05T15:23:49Z,single,2018-04-28,1,1,202641,True,50,1,69b0SDYOymaqYwm3la237H,False
243,ICY GRL,Saweetie,single,2018-04-15T16:15:18Z,single,2018-01-26,1,1,109302,True,62,1,5TlWkwZyx3L5Dh3yybmxHO,False
244,Lean,Cam’ron,album,2018-03-13T02:34:56Z,album,2017-11-10,15,1,177819,True,41,5,61fOn76qpka9rHRbQ6Vxxv,False
245,This Bitter Land,Nas,single,2016-07-31T16:46:33Z,single,2016-07-28,1,1,269453,False,0,1,6frQaasWtQiBpf973M8MfI,False
246,Orange Soda (feat. Kidd Upstairs & Produced By Kidd Upstairs),X.O.,album,2016-06-08T19:05:27Z,album,2012-06-18,12,1,240155,True,38,3,3PrpfZRnllDh7cksV1ohPi,False
247,Welcome To Los Santos,Oh No,compilation,2016-04-04T01:40:42Z,compilation,2013-09-24,18,1,154280,False,51,1,5ZZuiMFxl85qakgTZQapsc,False
248,"1,2 1,2",Raekwon,single,2015-04-20T22:06:15Z,single,2015-04-07,1,1,200693,True,6,1,3DikKNU3T2Hsjmy2jKfsvf,False
249,Ill Mind of Hopsin 5,Hopsin,single,2015-03-31T00:42:12Z,single,2012-07-17,1,1,289004,True,65,1,7dDLHlyZJBqEWSndlPWyCT,False
250,Ill Mind of Hopsin 7,Hopsin,single,2015-03-31T00:41:13Z,single,2014-07-18,1,1,350482,True,43,1,4E9oMuvzEsS2T9hdxWBwPQ,False
